Lag,Hour,Test,Validation,val_y_shape,,test_y_shape,,val_y_shape,
15,9,0.913,0.914,(75747, 24),(75747, 1),(180, 1)
21,9,0.913,0.914,(75744, 24),(75744, 1),(180, 1)
24,9,0.913,0.914,(75742, 24),(75742, 1),(180, 1)
34,10,0.912,0.914,(75737, 24),(75737, 1),(180, 1)
36,9,0.915,0.914,(75736, 24),(75736, 1),(180, 1)
42,10,0.912,0.914,(75733, 24),(75733, 1),(180, 1)
43,10,0.913,0.914,(75733, 24),(75733, 1),(180, 1)
55,10,0.913,0.914,(75727, 24),(75727, 1),(180, 1)
59,10,0.913,0.914,(75725, 24),(75725, 1),(180, 1)
62,10,0.914,0.914,(75723, 24),(75723, 1),(180, 1)
66,9,0.915,0.914,(75721, 24),(75721, 1),(180, 1)
71,9,0.914,0.914,(75719, 24),(75719, 1),(180, 1)
78,10,0.915,0.914,(75715, 24),(75715, 1),(180, 1)
83,10,0.914,0.914,(75713, 24),(75713, 1),(180, 1)
87,9,0.915,0.914,(75711, 24),(75711, 1),(180, 1)
88,9,0.914,0.914,(75710, 24),(75710, 1),(180, 1)
92,10,0.914,0.914,(75708, 24),(75708, 1),(180, 1)
107,10,0.912,0.914,(75701, 24),(75701, 1),(180, 1)
124,9,0.914,0.914,(75692, 24),(75692, 1),(180, 1)
130,9,0.913,0.914,(75689, 24),(75689, 1),(180, 1)
138,9,0.914,0.914,(75685, 24),(75685, 1),(180, 1)
13,8,0.915,0.913,(75748, 24),(75748, 1),(180, 1)
20,9,0.913,0.913,(75744, 24),(75744, 1),(180, 1)
30,9,0.912,0.913,(75739, 24),(75739, 1),(180, 1)
33,10,0.911,0.913,(75738, 24),(75738, 1),(180, 1)
37,10,0.912,0.913,(75736, 24),(75736, 1),(180, 1)
67,10,0.912,0.913,(75721, 24),(75721, 1),(180, 1)
68,10,0.911,0.913,(75720, 24),(75720, 1),(180, 1)
86,10,0.912,0.913,(75711, 24),(75711, 1),(180, 1)
93,10,0.914,0.913,(75708, 24),(75708, 1),(180, 1)
94,10,0.912,0.913,(75707, 24),(75707, 1),(180, 1)
96,10,0.912,0.913,(75706, 24),(75706, 1),(180, 1)
98,9,0.914,0.913,(75705, 24),(75705, 1),(180, 1)
106,9,0.914,0.913,(75701, 24),(75701, 1),(180, 1)
121,9,0.913,0.913,(75694, 24),(75694, 1),(180, 1)
132,9,0.913,0.913,(75688, 24),(75688, 1),(180, 1)
145,9,0.913,0.913,(75682, 24),(75682, 1),(180, 1)
188,8,0.915,0.913,(75660, 24),(75660, 1),(180, 1)
26,9,0.911,0.912,(75741, 24),(75741, 1),(180, 1)
35,9,0.912,0.912,(75737, 24),(75737, 1),(180, 1)
39,11,0.91,0.912,(75735, 24),(75735, 1),(180, 1)
44,10,0.911,0.912,(75732, 24),(75732, 1),(180, 1)
56,10,0.91,0.912,(75726, 24),(75726, 1),(180, 1)
76,10,0.911,0.912,(75716, 24),(75716, 1),(180, 1)
81,10,0.912,0.912,(75714, 24),(75714, 1),(180, 1)
85,10,0.912,0.912,(75712, 24),(75712, 1),(180, 1)
90,10,0.912,0.912,(75709, 24),(75709, 1),(180, 1)
95,9,0.912,0.912,(75707, 24),(75707, 1),(180, 1)
96,9,0.912,0.912,(75706, 24),(75706, 1),(180, 1)
99,10,0.911,0.912,(75705, 24),(75705, 1),(180, 1)
101,10,0.912,0.912,(75704, 24),(75704, 1),(180, 1)
108,9,0.914,0.912,(75700, 24),(75700, 1),(180, 1)
128,9,0.913,0.912,(75690, 24),(75690, 1),(180, 1)
136,9,0.912,0.912,(75686, 24),(75686, 1),(180, 1)
146,9,0.911,0.912,(75681, 24),(75681, 1),(180, 1)
156,9,0.912,0.912,(75676, 24),(75676, 1),(180, 1)
160,8,0.913,0.912,(75674, 24),(75674, 1),(180, 1)
178,9,0.913,0.912,(75665, 24),(75665, 1),(180, 1)
196,9,0.912,0.912,(75656, 24),(75656, 1),(180, 1)
38,11,0.91,0.911,(75735, 24),(75735, 1),(180, 1)
41,10,0.909,0.911,(75734, 24),(75734, 1),(180, 1)
53,10,0.91,0.911,(75728, 24),(75728, 1),(180, 1)
54,10,0.91,0.911,(75727, 24),(75727, 1),(180, 1)
60,10,0.91,0.911,(75724, 24),(75724, 1),(180, 1)
65,11,0.909,0.911,(75722, 24),(75722, 1),(180, 1)
73,11,0.908,0.911,(75718, 24),(75718, 1),(180, 1)
77,10,0.91,0.911,(75716, 24),(75716, 1),(180, 1)
79,10,0.911,0.911,(75715, 24),(75715, 1),(180, 1)
84,10,0.91,0.911,(75712, 24),(75712, 1),(180, 1)
109,10,0.911,0.911,(75700, 24),(75700, 1),(180, 1)
110,9,0.912,0.911,(75699, 24),(75699, 1),(180, 1)
111,9,0.912,0.911,(75699, 24),(75699, 1),(180, 1)
129,9,0.911,0.911,(75690, 24),(75690, 1),(180, 1)
131,9,0.911,0.911,(75689, 24),(75689, 1),(180, 1)
135,9,0.912,0.911,(75687, 24),(75687, 1),(180, 1)
154,9,0.911,0.911,(75677, 24),(75677, 1),(180, 1)
166,9,0.911,0.911,(75671, 24),(75671, 1),(180, 1)
198,8,0.913,0.911,(75655, 24),(75655, 1),(180, 1)
2,5,0.919,0.91,(75753, 24),(75753, 1),(180, 1)
18,9,0.91,0.91,(75745, 24),(75745, 1),(180, 1)
22,9,0.909,0.91,(75743, 24),(75743, 1),(180, 1)
29,10,0.909,0.91,(75740, 24),(75740, 1),(180, 1)
32,10,0.908,0.91,(75738, 24),(75738, 1),(180, 1)
47,10,0.908,0.91,(75731, 24),(75731, 1),(180, 1)
49,10,0.909,0.91,(75730, 24),(75730, 1),(180, 1)
52,11,0.908,0.91,(75728, 24),(75728, 1),(180, 1)
74,10,0.91,0.91,(75717, 24),(75717, 1),(180, 1)
102,9,0.911,0.91,(75703, 24),(75703, 1),(180, 1)
103,10,0.91,0.91,(75703, 24),(75703, 1),(180, 1)
113,10,0.909,0.91,(75698, 24),(75698, 1),(180, 1)
116,9,0.91,0.91,(75696, 24),(75696, 1),(180, 1)
126,9,0.911,0.91,(75691, 24),(75691, 1),(180, 1)
142,9,0.911,0.91,(75683, 24),(75683, 1),(180, 1)
143,9,0.91,0.91,(75683, 24),(75683, 1),(180, 1)
168,9,0.91,0.91,(75670, 24),(75670, 1),(180, 1)
200,8,0.913,0.91,(75654, 24),(75654, 1),(180, 1)
1,4,0.918,0.909,(75754, 24),(75754, 1),(180, 1)
17,9,0.909,0.909,(75746, 24),(75746, 1),(180, 1)
19,10,0.907,0.909,(75745, 24),(75745, 1),(180, 1)
31,10,0.907,0.909,(75739, 24),(75739, 1),(180, 1)
45,11,0.906,0.909,(75732, 24),(75732, 1),(180, 1)
46,10,0.908,0.909,(75731, 24),(75731, 1),(180, 1)
57,11,0.907,0.909,(75726, 24),(75726, 1),(180, 1)
63,11,0.908,0.909,(75723, 24),(75723, 1),(180, 1)
69,10,0.909,0.909,(75720, 24),(75720, 1),(180, 1)
70,11,0.906,0.909,(75719, 24),(75719, 1),(180, 1)
80,11,0.907,0.909,(75714, 24),(75714, 1),(180, 1)
89,11,0.907,0.909,(75710, 24),(75710, 1),(180, 1)
91,10,0.908,0.909,(75709, 24),(75709, 1),(180, 1)
97,10,0.909,0.909,(75706, 24),(75706, 1),(180, 1)
104,10,0.909,0.909,(75702, 24),(75702, 1),(180, 1)
105,10,0.909,0.909,(75702, 24),(75702, 1),(180, 1)
118,9,0.909,0.909,(75695, 24),(75695, 1),(180, 1)
137,9,0.91,0.909,(75686, 24),(75686, 1),(180, 1)
150,9,0.909,0.909,(75679, 24),(75679, 1),(180, 1)
158,9,0.911,0.909,(75675, 24),(75675, 1),(180, 1)
164,9,0.909,0.909,(75672, 24),(75672, 1),(180, 1)
180,9,0.91,0.909,(75664, 24),(75664, 1),(180, 1)
184,8,0.911,0.909,(75662, 24),(75662, 1),(180, 1)
3,5,0.915,0.908,(75753, 24),(75753, 1),(180, 1)
6,6,0.915,0.908,(75751, 24),(75751, 1),(180, 1)
7,6,0.915,0.908,(75751, 24),(75751, 1),(180, 1)
15,10,0.905,0.908,(75747, 24),(75747, 1),(180, 1)
16,9,0.907,0.908,(75746, 24),(75746, 1),(180, 1)
24,10,0.906,0.908,(75742, 24),(75742, 1),(180, 1)
33,11,0.905,0.908,(75738, 24),(75738, 1),(180, 1)
36,10,0.908,0.908,(75736, 24),(75736, 1),(180, 1)
40,11,0.906,0.908,(75734, 24),(75734, 1),(180, 1)
48,11,0.907,0.908,(75730, 24),(75730, 1),(180, 1)
50,11,0.906,0.908,(75729, 24),(75729, 1),(180, 1)
51,11,0.906,0.908,(75729, 24),(75729, 1),(180, 1)
55,11,0.906,0.908,(75727, 24),(75727, 1),(180, 1)
58,11,0.906,0.908,(75725, 24),(75725, 1),(180, 1)
61,11,0.907,0.908,(75724, 24),(75724, 1),(180, 1)
72,11,0.905,0.908,(75718, 24),(75718, 1),(180, 1)
75,10,0.907,0.908,(75717, 24),(75717, 1),(180, 1)
82,11,0.907,0.908,(75713, 24),(75713, 1),(180, 1)
112,10,0.908,0.908,(75698, 24),(75698, 1),(180, 1)
117,10,0.909,0.908,(75696, 24),(75696, 1),(180, 1)
123,10,0.907,0.908,(75693, 24),(75693, 1),(180, 1)
134,9,0.91,0.908,(75687, 24),(75687, 1),(180, 1)
140,9,0.908,0.908,(75684, 24),(75684, 1),(180, 1)
141,10,0.907,0.908,(75684, 24),(75684, 1),(180, 1)
148,9,0.908,0.908,(75680, 24),(75680, 1),(180, 1)
8,6,0.913,0.907,(75750, 24),(75750, 1),(180, 1)
14,9,0.907,0.907,(75747, 24),(75747, 1),(180, 1)
23,10,0.906,0.907,(75743, 24),(75743, 1),(180, 1)
28,10,0.905,0.907,(75740, 24),(75740, 1),(180, 1)
30,10,0.905,0.907,(75739, 24),(75739, 1),(180, 1)
34,11,0.905,0.907,(75737, 24),(75737, 1),(180, 1)
37,11,0.906,0.907,(75736, 24),(75736, 1),(180, 1)
42,11,0.905,0.907,(75733, 24),(75733, 1),(180, 1)
43,11,0.905,0.907,(75733, 24),(75733, 1),(180, 1)
59,11,0.906,0.907,(75725, 24),(75725, 1),(180, 1)
62,11,0.906,0.907,(75723, 24),(75723, 1),(180, 1)
64,11,0.906,0.907,(75722, 24),(75722, 1),(180, 1)
78,11,0.907,0.907,(75715, 24),(75715, 1),(180, 1)
83,11,0.906,0.907,(75713, 24),(75713, 1),(180, 1)
88,10,0.906,0.907,(75710, 24),(75710, 1),(180, 1)
92,11,0.906,0.907,(75708, 24),(75708, 1),(180, 1)
93,11,0.907,0.907,(75708, 24),(75708, 1),(180, 1)
107,11,0.906,0.907,(75701, 24),(75701, 1),(180, 1)
114,10,0.907,0.907,(75697, 24),(75697, 1),(180, 1)
119,10,0.906,0.907,(75695, 24),(75695, 1),(180, 1)
120,10,0.907,0.907,(75694, 24),(75694, 1),(180, 1)
122,10,0.907,0.907,(75693, 24),(75693, 1),(180, 1)
133,9,0.907,0.907,(75688, 24),(75688, 1),(180, 1)
144,9,0.907,0.907,(75682, 24),(75682, 1),(180, 1)
170,9,0.908,0.907,(75669, 24),(75669, 1),(180, 1)
172,9,0.908,0.907,(75668, 24),(75668, 1),(180, 1)
12,7,0.911,0.906,(75748, 24),(75748, 1),(180, 1)
21,10,0.903,0.906,(75744, 24),(75744, 1),(180, 1)
25,10,0.904,0.906,(75742, 24),(75742, 1),(180, 1)
27,10,0.905,0.906,(75741, 24),(75741, 1),(180, 1)
39,12,0.903,0.906,(75735, 24),(75735, 1),(180, 1)
44,11,0.905,0.906,(75732, 24),(75732, 1),(180, 1)
66,10,0.905,0.906,(75721, 24),(75721, 1),(180, 1)
67,11,0.905,0.906,(75721, 24),(75721, 1),(180, 1)
68,11,0.903,0.906,(75720, 24),(75720, 1),(180, 1)
71,10,0.905,0.906,(75719, 24),(75719, 1),(180, 1)
81,11,0.905,0.906,(75714, 24),(75714, 1),(180, 1)
86,11,0.904,0.906,(75711, 24),(75711, 1),(180, 1)
94,11,0.905,0.906,(75707, 24),(75707, 1),(180, 1)
96,11,0.904,0.906,(75706, 24),(75706, 1),(180, 1)
100,10,0.906,0.906,(75704, 24),(75704, 1),(180, 1)
115,10,0.906,0.906,(75697, 24),(75697, 1),(180, 1)
121,10,0.905,0.906,(75694, 24),(75694, 1),(180, 1)
124,10,0.905,0.906,(75692, 24),(75692, 1),(180, 1)
125,10,0.905,0.906,(75692, 24),(75692, 1),(180, 1)
130,10,0.905,0.906,(75689, 24),(75689, 1),(180, 1)
138,10,0.905,0.906,(75685, 24),(75685, 1),(180, 1)
152,9,0.906,0.906,(75678, 24),(75678, 1),(180, 1)
162,9,0.907,0.906,(75673, 24),(75673, 1),(180, 1)
192,9,0.907,0.906,(75658, 24),(75658, 1),(180, 1)
194,9,0.909,0.906,(75657, 24),(75657, 1),(180, 1)
11,7,0.912,0.905,(75749, 24),(75749, 1),(180, 1)
13,9,0.906,0.905,(75748, 24),(75748, 1),(180, 1)
20,10,0.905,0.905,(75744, 24),(75744, 1),(180, 1)
35,10,0.904,0.905,(75737, 24),(75737, 1),(180, 1)
38,12,0.902,0.905,(75735, 24),(75735, 1),(180, 1)
65,12,0.902,0.905,(75722, 24),(75722, 1),(180, 1)
73,12,0.902,0.905,(75718, 24),(75718, 1),(180, 1)
85,11,0.905,0.905,(75712, 24),(75712, 1),(180, 1)
87,10,0.906,0.905,(75711, 24),(75711, 1),(180, 1)
90,11,0.905,0.905,(75709, 24),(75709, 1),(180, 1)
95,10,0.904,0.905,(75707, 24),(75707, 1),(180, 1)
96,10,0.905,0.905,(75706, 24),(75706, 1),(180, 1)
99,11,0.903,0.905,(75705, 24),(75705, 1),(180, 1)
106,10,0.906,0.905,(75701, 24),(75701, 1),(180, 1)
132,10,0.904,0.905,(75688, 24),(75688, 1),(180, 1)
174,9,0.905,0.905,(75667, 24),(75667, 1),(180, 1)
176,9,0.907,0.905,(75666, 24),(75666, 1),(180, 1)
182,9,0.906,0.905,(75663, 24),(75663, 1),(180, 1)
190,9,0.905,0.905,(75659, 24),(75659, 1),(180, 1)
9,7,0.91,0.904,(75750, 24),(75750, 1),(180, 1)
26,10,0.902,0.904,(75741, 24),(75741, 1),(180, 1)
52,12,0.902,0.904,(75728, 24),(75728, 1),(180, 1)
53,11,0.902,0.904,(75728, 24),(75728, 1),(180, 1)
56,11,0.902,0.904,(75726, 24),(75726, 1),(180, 1)
60,11,0.903,0.904,(75724, 24),(75724, 1),(180, 1)
76,11,0.902,0.904,(75716, 24),(75716, 1),(180, 1)
77,11,0.902,0.904,(75716, 24),(75716, 1),(180, 1)
79,11,0.903,0.904,(75715, 24),(75715, 1),(180, 1)
84,11,0.903,0.904,(75712, 24),(75712, 1),(180, 1)
98,10,0.905,0.904,(75705, 24),(75705, 1),(180, 1)
101,11,0.904,0.904,(75704, 24),(75704, 1),(180, 1)
109,11,0.903,0.904,(75700, 24),(75700, 1),(180, 1)
111,10,0.904,0.904,(75699, 24),(75699, 1),(180, 1)
128,10,0.905,0.904,(75690, 24),(75690, 1),(180, 1)
131,10,0.903,0.904,(75689, 24),(75689, 1),(180, 1)
135,10,0.905,0.904,(75687, 24),(75687, 1),(180, 1)
136,10,0.904,0.904,(75686, 24),(75686, 1),(180, 1)
145,10,0.903,0.904,(75682, 24),(75682, 1),(180, 1)
156,10,0.903,0.904,(75676, 24),(75676, 1),(180, 1)
166,10,0.903,0.904,(75671, 24),(75671, 1),(180, 1)
178,10,0.903,0.904,(75665, 24),(75665, 1),(180, 1)
186,9,0.905,0.904,(75661, 24),(75661, 1),(180, 1)
188,9,0.905,0.904,(75660, 24),(75660, 1),(180, 1)
196,10,0.904,0.904,(75656, 24),(75656, 1),(180, 1)
33,12,0.9,0.903,(75738, 24),(75738, 1),(180, 1)
41,11,0.901,0.903,(75734, 24),(75734, 1),(180, 1)
54,11,0.901,0.903,(75727, 24),(75727, 1),(180, 1)
74,11,0.903,0.903,(75717, 24),(75717, 1),(180, 1)
102,10,0.903,0.903,(75703, 24),(75703, 1),(180, 1)
103,11,0.902,0.903,(75703, 24),(75703, 1),(180, 1)
104,11,0.902,0.903,(75702, 24),(75702, 1),(180, 1)
108,10,0.905,0.903,(75700, 24),(75700, 1),(180, 1)
126,10,0.903,0.903,(75691, 24),(75691, 1),(180, 1)
129,10,0.903,0.903,(75690, 24),(75690, 1),(180, 1)
142,10,0.903,0.903,(75683, 24),(75683, 1),(180, 1)
146,10,0.902,0.903,(75681, 24),(75681, 1),(180, 1)
18,10,0.901,0.902,(75745, 24),(75745, 1),(180, 1)
19,11,0.899,0.902,(75745, 24),(75745, 1),(180, 1)
22,10,0.9,0.902,(75743, 24),(75743, 1),(180, 1)
29,11,0.9,0.902,(75740, 24),(75740, 1),(180, 1)
31,11,0.899,0.902,(75739, 24),(75739, 1),(180, 1)
32,11,0.899,0.902,(75738, 24),(75738, 1),(180, 1)
36,11,0.901,0.902,(75736, 24),(75736, 1),(180, 1)
40,12,0.9,0.902,(75734, 24),(75734, 1),(180, 1)
42,12,0.899,0.902,(75733, 24),(75733, 1),(180, 1)
45,12,0.899,0.902,(75732, 24),(75732, 1),(180, 1)
47,11,0.9,0.902,(75731, 24),(75731, 1),(180, 1)
49,11,0.9,0.902,(75730, 24),(75730, 1),(180, 1)
57,12,0.9,0.902,(75726, 24),(75726, 1),(180, 1)
61,12,0.9,0.902,(75724, 24),(75724, 1),(180, 1)
63,12,0.901,0.902,(75723, 24),(75723, 1),(180, 1)
70,12,0.899,0.902,(75719, 24),(75719, 1),(180, 1)
80,12,0.9,0.902,(75714, 24),(75714, 1),(180, 1)
97,11,0.902,0.902,(75706, 24),(75706, 1),(180, 1)
110,10,0.902,0.902,(75699, 24),(75699, 1),(180, 1)
113,11,0.902,0.902,(75698, 24),(75698, 1),(180, 1)
143,10,0.901,0.902,(75683, 24),(75683, 1),(180, 1)
154,10,0.901,0.902,(75677, 24),(75677, 1),(180, 1)
168,10,0.901,0.902,(75670, 24),(75670, 1),(180, 1)
10,7,0.907,0.901,(75749, 24),(75749, 1),(180, 1)
17,10,0.901,0.901,(75746, 24),(75746, 1),(180, 1)
34,12,0.899,0.901,(75737, 24),(75737, 1),(180, 1)
37,12,0.899,0.901,(75736, 24),(75736, 1),(180, 1)
46,11,0.899,0.901,(75731, 24),(75731, 1),(180, 1)
48,12,0.899,0.901,(75730, 24),(75730, 1),(180, 1)
50,12,0.899,0.901,(75729, 24),(75729, 1),(180, 1)
51,12,0.899,0.901,(75729, 24),(75729, 1),(180, 1)
55,12,0.898,0.901,(75727, 24),(75727, 1),(180, 1)
58,12,0.899,0.901,(75725, 24),(75725, 1),(180, 1)
62,12,0.899,0.901,(75723, 24),(75723, 1),(180, 1)
69,11,0.9,0.901,(75720, 24),(75720, 1),(180, 1)
72,12,0.898,0.901,(75718, 24),(75718, 1),(180, 1)
78,12,0.901,0.901,(75715, 24),(75715, 1),(180, 1)
82,12,0.9,0.901,(75713, 24),(75713, 1),(180, 1)
83,12,0.899,0.901,(75713, 24),(75713, 1),(180, 1)
89,12,0.899,0.901,(75710, 24),(75710, 1),(180, 1)
91,11,0.9,0.901,(75709, 24),(75709, 1),(180, 1)
105,11,0.901,0.901,(75702, 24),(75702, 1),(180, 1)
107,12,0.899,0.901,(75701, 24),(75701, 1),(180, 1)
116,10,0.9,0.901,(75696, 24),(75696, 1),(180, 1)
117,11,0.901,0.901,(75696, 24),(75696, 1),(180, 1)
123,11,0.9,0.901,(75693, 24),(75693, 1),(180, 1)
137,10,0.901,0.901,(75686, 24),(75686, 1),(180, 1)
158,10,0.902,0.901,(75675, 24),(75675, 1),(180, 1)
160,9,0.902,0.901,(75674, 24),(75674, 1),(180, 1)
14,10,0.899,0.9,(75747, 24),(75747, 1),(180, 1)
15,11,0.897,0.9,(75747, 24),(75747, 1),(180, 1)
16,10,0.898,0.9,(75746, 24),(75746, 1),(180, 1)
23,11,0.898,0.9,(75743, 24),(75743, 1),(180, 1)
24,11,0.897,0.9,(75742, 24),(75742, 1),(180, 1)
28,11,0.897,0.9,(75740, 24),(75740, 1),(180, 1)
30,11,0.898,0.9,(75739, 24),(75739, 1),(180, 1)
43,12,0.898,0.9,(75733, 24),(75733, 1),(180, 1)
59,12,0.898,0.9,(75725, 24),(75725, 1),(180, 1)
75,11,0.899,0.9,(75717, 24),(75717, 1),(180, 1)
81,12,0.899,0.9,(75714, 24),(75714, 1),(180, 1)
85,12,0.899,0.9,(75712, 24),(75712, 1),(180, 1)
86,12,0.897,0.9,(75711, 24),(75711, 1),(180, 1)
92,12,0.899,0.9,(75708, 24),(75708, 1),(180, 1)
93,12,0.9,0.9,(75708, 24),(75708, 1),(180, 1)
94,12,0.898,0.9,(75707, 24),(75707, 1),(180, 1)
112,11,0.9,0.9,(75698, 24),(75698, 1),(180, 1)
120,11,0.898,0.9,(75694, 24),(75694, 1),(180, 1)
130,11,0.898,0.9,(75689, 24),(75689, 1),(180, 1)
140,10,0.9,0.9,(75684, 24),(75684, 1),(180, 1)
141,11,0.898,0.9,(75684, 24),(75684, 1),(180, 1)
150,10,0.9,0.9,(75679, 24),(75679, 1),(180, 1)
164,10,0.9,0.9,(75672, 24),(75672, 1),(180, 1)
180,10,0.9,0.9,(75664, 24),(75664, 1),(180, 1)
198,9,0.902,0.9,(75655, 24),(75655, 1),(180, 1)
200,9,0.902,0.9,(75654, 24),(75654, 1),(180, 1)
5,6,0.906,0.899,(75752, 24),(75752, 1),(180, 1)
13,10,0.898,0.899,(75748, 24),(75748, 1),(180, 1)
21,11,0.895,0.899,(75744, 24),(75744, 1),(180, 1)
35,11,0.897,0.899,(75737, 24),(75737, 1),(180, 1)
39,13,0.896,0.899,(75735, 24),(75735, 1),(180, 1)
44,12,0.898,0.899,(75732, 24),(75732, 1),(180, 1)
52,13,0.896,0.899,(75728, 24),(75728, 1),(180, 1)
64,12,0.897,0.899,(75722, 24),(75722, 1),(180, 1)
65,13,0.895,0.899,(75722, 24),(75722, 1),(180, 1)
67,12,0.896,0.899,(75721, 24),(75721, 1),(180, 1)
68,12,0.896,0.899,(75720, 24),(75720, 1),(180, 1)
71,11,0.897,0.899,(75719, 24),(75719, 1),(180, 1)
73,13,0.895,0.899,(75718, 24),(75718, 1),(180, 1)
88,11,0.898,0.899,(75710, 24),(75710, 1),(180, 1)
96,12,0.897,0.899,(75706, 24),(75706, 1),(180, 1)
114,11,0.898,0.899,(75697, 24),(75697, 1),(180, 1)
115,11,0.897,0.899,(75697, 24),(75697, 1),(180, 1)
118,10,0.899,0.899,(75695, 24),(75695, 1),(180, 1)
119,11,0.898,0.899,(75695, 24),(75695, 1),(180, 1)
121,11,0.897,0.899,(75694, 24),(75694, 1),(180, 1)
122,11,0.898,0.899,(75693, 24),(75693, 1),(180, 1)
125,11,0.897,0.899,(75692, 24),(75692, 1),(180, 1)
148,10,0.899,0.899,(75680, 24),(75680, 1),(180, 1)
184,9,0.901,0.899,(75662, 24),(75662, 1),(180, 1)
12,8,0.901,0.898,(75748, 24),(75748, 1),(180, 1)
20,11,0.896,0.898,(75744, 24),(75744, 1),(180, 1)
25,11,0.896,0.898,(75742, 24),(75742, 1),(180, 1)
27,11,0.896,0.898,(75741, 24),(75741, 1),(180, 1)
33,13,0.895,0.898,(75738, 24),(75738, 1),(180, 1)
38,13,0.895,0.898,(75735, 24),(75735, 1),(180, 1)
60,12,0.897,0.898,(75724, 24),(75724, 1),(180, 1)
66,11,0.897,0.898,(75721, 24),(75721, 1),(180, 1)
84,12,0.896,0.898,(75712, 24),(75712, 1),(180, 1)
90,12,0.898,0.898,(75709, 24),(75709, 1),(180, 1)
95,11,0.897,0.898,(75707, 24),(75707, 1),(180, 1)
96,11,0.897,0.898,(75706, 24),(75706, 1),(180, 1)
99,12,0.896,0.898,(75705, 24),(75705, 1),(180, 1)
124,11,0.897,0.898,(75692, 24),(75692, 1),(180, 1)
128,11,0.898,0.898,(75690, 24),(75690, 1),(180, 1)
138,11,0.897,0.898,(75685, 24),(75685, 1),(180, 1)
152,10,0.897,0.898,(75678, 24),(75678, 1),(180, 1)
162,10,0.899,0.898,(75673, 24),(75673, 1),(180, 1)
170,10,0.899,0.898,(75669, 24),(75669, 1),(180, 1)
172,10,0.898,0.898,(75668, 24),(75668, 1),(180, 1)
36,12,0.896,0.897,(75736, 24),(75736, 1),(180, 1)
40,13,0.894,0.897,(75734, 24),(75734, 1),(180, 1)
56,12,0.895,0.897,(75726, 24),(75726, 1),(180, 1)
76,12,0.895,0.897,(75716, 24),(75716, 1),(180, 1)
77,12,0.895,0.897,(75716, 24),(75716, 1),(180, 1)
79,12,0.896,0.897,(75715, 24),(75715, 1),(180, 1)
87,11,0.898,0.897,(75711, 24),(75711, 1),(180, 1)
101,12,0.896,0.897,(75704, 24),(75704, 1),(180, 1)
106,11,0.898,0.897,(75701, 24),(75701, 1),(180, 1)
109,12,0.895,0.897,(75700, 24),(75700, 1),(180, 1)
131,11,0.895,0.897,(75689, 24),(75689, 1),(180, 1)
133,10,0.897,0.897,(75688, 24),(75688, 1),(180, 1)
134,10,0.898,0.897,(75687, 24),(75687, 1),(180, 1)
135,11,0.897,0.897,(75687, 24),(75687, 1),(180, 1)
136,11,0.896,0.897,(75686, 24),(75686, 1),(180, 1)
144,10,0.896,0.897,(75682, 24),(75682, 1),(180, 1)
156,11,0.895,0.897,(75676, 24),(75676, 1),(180, 1)
176,10,0.899,0.897,(75666, 24),(75666, 1),(180, 1)
188,10,0.897,0.897,(75660, 24),(75660, 1),(180, 1)
11,8,0.902,0.896,(75749, 24),(75749, 1),(180, 1)
18,11,0.894,0.896,(75745, 24),(75745, 1),(180, 1)
19,12,0.892,0.896,(75745, 24),(75745, 1),(180, 1)
31,12,0.893,0.896,(75739, 24),(75739, 1),(180, 1)
32,12,0.893,0.896,(75738, 24),(75738, 1),(180, 1)
41,12,0.894,0.896,(75734, 24),(75734, 1),(180, 1)
45,13,0.892,0.896,(75732, 24),(75732, 1),(180, 1)
50,13,0.893,0.896,(75729, 24),(75729, 1),(180, 1)
53,12,0.894,0.896,(75728, 24),(75728, 1),(180, 1)
54,12,0.894,0.896,(75727, 24),(75727, 1),(180, 1)
57,13,0.894,0.896,(75726, 24),(75726, 1),(180, 1)
58,13,0.893,0.896,(75725, 24),(75725, 1),(180, 1)
61,13,0.894,0.896,(75724, 24),(75724, 1),(180, 1)
63,13,0.894,0.896,(75723, 24),(75723, 1),(180, 1)
70,13,0.893,0.896,(75719, 24),(75719, 1),(180, 1)
74,12,0.895,0.896,(75717, 24),(75717, 1),(180, 1)
80,13,0.893,0.896,(75714, 24),(75714, 1),(180, 1)
82,13,0.894,0.896,(75713, 24),(75713, 1),(180, 1)
97,12,0.895,0.896,(75706, 24),(75706, 1),(180, 1)
98,11,0.896,0.896,(75705, 24),(75705, 1),(180, 1)
100,11,0.896,0.896,(75704, 24),(75704, 1),(180, 1)
103,12,0.894,0.896,(75703, 24),(75703, 1),(180, 1)
104,12,0.895,0.896,(75702, 24),(75702, 1),(180, 1)
108,11,0.897,0.896,(75700, 24),(75700, 1),(180, 1)
111,11,0.896,0.896,(75699, 24),(75699, 1),(180, 1)
126,11,0.896,0.896,(75691, 24),(75691, 1),(180, 1)
132,11,0.895,0.896,(75688, 24),(75688, 1),(180, 1)
146,11,0.894,0.896,(75681, 24),(75681, 1),(180, 1)
166,11,0.895,0.896,(75671, 24),(75671, 1),(180, 1)
174,10,0.896,0.896,(75667, 24),(75667, 1),(180, 1)
178,11,0.896,0.896,(75665, 24),(75665, 1),(180, 1)
182,10,0.897,0.896,(75663, 24),(75663, 1),(180, 1)
190,10,0.895,0.896,(75659, 24),(75659, 1),(180, 1)
192,10,0.897,0.896,(75658, 24),(75658, 1),(180, 1)
