Lag,Hour,Test,Validation,val_y_shape,,test_y_shape,,val_y_shape,
28,21,0.844,0.853,(75740, 24),(75740, 1),(180, 1)
33,22,0.842,0.853,(75738, 24),(75738, 1),(180, 1)
38,23,0.843,0.853,(75735, 24),(75735, 1),(180, 1)
39,22,0.843,0.853,(75735, 24),(75735, 1),(180, 1)
53,20,0.848,0.853,(75728, 24),(75728, 1),(180, 1)
55,21,0.847,0.853,(75727, 24),(75727, 1),(180, 1)
64,21,0.846,0.853,(75722, 24),(75722, 1),(180, 1)
66,19,0.85,0.853,(75721, 24),(75721, 1),(180, 1)
71,21,0.848,0.853,(75719, 24),(75719, 1),(180, 1)
75,20,0.847,0.853,(75717, 24),(75717, 1),(180, 1)
80,20,0.848,0.853,(75714, 24),(75714, 1),(180, 1)
84,20,0.848,0.853,(75712, 24),(75712, 1),(180, 1)
85,22,0.847,0.853,(75712, 24),(75712, 1),(180, 1)
94,22,0.844,0.853,(75707, 24),(75707, 1),(180, 1)
95,21,0.847,0.853,(75707, 24),(75707, 1),(180, 1)
98,18,0.85,0.853,(75705, 24),(75705, 1),(180, 1)
99,21,0.846,0.853,(75705, 24),(75705, 1),(180, 1)
100,18,0.849,0.853,(75704, 24),(75704, 1),(180, 1)
108,18,0.85,0.853,(75700, 24),(75700, 1),(180, 1)
112,19,0.847,0.853,(75698, 24),(75698, 1),(180, 1)
117,20,0.849,0.853,(75696, 24),(75696, 1),(180, 1)
118,19,0.848,0.853,(75695, 24),(75695, 1),(180, 1)
120,19,0.848,0.853,(75694, 24),(75694, 1),(180, 1)
124,19,0.847,0.853,(75692, 24),(75692, 1),(180, 1)
126,18,0.85,0.853,(75691, 24),(75691, 1),(180, 1)
131,19,0.846,0.853,(75689, 24),(75689, 1),(180, 1)
136,20,0.848,0.853,(75686, 24),(75686, 1),(180, 1)
145,16,0.85,0.853,(75682, 24),(75682, 1),(180, 1)
146,19,0.848,0.853,(75681, 24),(75681, 1),(180, 1)
156,21,0.847,0.853,(75676, 24),(75676, 1),(180, 1)
162,18,0.85,0.853,(75673, 24),(75673, 1),(180, 1)
164,17,0.851,0.853,(75672, 24),(75672, 1),(180, 1)
168,18,0.847,0.853,(75670, 24),(75670, 1),(180, 1)
7,12,0.853,0.852,(75751, 24),(75751, 1),(180, 1)
7,14,0.849,0.852,(75751, 24),(75751, 1),(180, 1)
7,15,0.848,0.852,(75751, 24),(75751, 1),(180, 1)
8,13,0.849,0.852,(75750, 24),(75750, 1),(180, 1)
14,20,0.839,0.852,(75747, 24),(75747, 1),(180, 1)
20,20,0.842,0.852,(75744, 24),(75744, 1),(180, 1)
21,20,0.84,0.852,(75744, 24),(75744, 1),(180, 1)
24,21,0.842,0.852,(75742, 24),(75742, 1),(180, 1)
26,19,0.844,0.852,(75741, 24),(75741, 1),(180, 1)
29,21,0.843,0.852,(75740, 24),(75740, 1),(180, 1)
31,22,0.84,0.852,(75739, 24),(75739, 1),(180, 1)
32,21,0.842,0.852,(75738, 24),(75738, 1),(180, 1)
34,22,0.842,0.852,(75737, 24),(75737, 1),(180, 1)
37,22,0.845,0.852,(75736, 24),(75736, 1),(180, 1)
43,21,0.844,0.852,(75733, 24),(75733, 1),(180, 1)
50,22,0.846,0.852,(75729, 24),(75729, 1),(180, 1)
51,22,0.846,0.852,(75729, 24),(75729, 1),(180, 1)
54,20,0.846,0.852,(75727, 24),(75727, 1),(180, 1)
58,21,0.846,0.852,(75725, 24),(75725, 1),(180, 1)
63,23,0.844,0.852,(75723, 24),(75723, 1),(180, 1)
68,21,0.845,0.852,(75720, 24),(75720, 1),(180, 1)
69,20,0.848,0.852,(75720, 24),(75720, 1),(180, 1)
74,20,0.848,0.852,(75717, 24),(75717, 1),(180, 1)
78,23,0.846,0.852,(75715, 24),(75715, 1),(180, 1)
79,22,0.846,0.852,(75715, 24),(75715, 1),(180, 1)
81,21,0.846,0.852,(75714, 24),(75714, 1),(180, 1)
83,21,0.847,0.852,(75713, 24),(75713, 1),(180, 1)
86,22,0.843,0.852,(75711, 24),(75711, 1),(180, 1)
89,22,0.844,0.852,(75710, 24),(75710, 1),(180, 1)
93,22,0.847,0.852,(75708, 24),(75708, 1),(180, 1)
96,19,0.847,0.852,(75706, 24),(75706, 1),(180, 1)
97,21,0.847,0.852,(75706, 24),(75706, 1),(180, 1)
106,20,0.849,0.852,(75701, 24),(75701, 1),(180, 1)
107,22,0.844,0.852,(75701, 24),(75701, 1),(180, 1)
109,20,0.845,0.852,(75700, 24),(75700, 1),(180, 1)
111,20,0.847,0.852,(75699, 24),(75699, 1),(180, 1)
114,19,0.847,0.852,(75697, 24),(75697, 1),(180, 1)
115,19,0.846,0.852,(75697, 24),(75697, 1),(180, 1)
116,17,0.848,0.852,(75696, 24),(75696, 1),(180, 1)
122,17,0.849,0.852,(75693, 24),(75693, 1),(180, 1)
128,19,0.849,0.852,(75690, 24),(75690, 1),(180, 1)
129,21,0.845,0.852,(75690, 24),(75690, 1),(180, 1)
135,19,0.848,0.852,(75687, 24),(75687, 1),(180, 1)
141,20,0.846,0.852,(75684, 24),(75684, 1),(180, 1)
152,18,0.848,0.852,(75678, 24),(75678, 1),(180, 1)
158,19,0.849,0.852,(75675, 24),(75675, 1),(180, 1)
176,18,0.85,0.852,(75666, 24),(75666, 1),(180, 1)
180,17,0.848,0.852,(75664, 24),(75664, 1),(180, 1)
186,17,0.849,0.852,(75661, 24),(75661, 1),(180, 1)
194,16,0.851,0.852,(75657, 24),(75657, 1),(180, 1)
196,19,0.848,0.852,(75656, 24),(75656, 1),(180, 1)
7,16,0.845,0.851,(75751, 24),(75751, 1),(180, 1)
8,14,0.846,0.851,(75750, 24),(75750, 1),(180, 1)
9,19,0.839,0.851,(75750, 24),(75750, 1),(180, 1)
13,20,0.838,0.851,(75748, 24),(75748, 1),(180, 1)
15,21,0.838,0.851,(75747, 24),(75747, 1),(180, 1)
17,18,0.843,0.851,(75746, 24),(75746, 1),(180, 1)
18,20,0.84,0.851,(75745, 24),(75745, 1),(180, 1)
19,20,0.84,0.851,(75745, 24),(75745, 1),(180, 1)
30,21,0.843,0.851,(75739, 24),(75739, 1),(180, 1)
47,21,0.845,0.851,(75731, 24),(75731, 1),(180, 1)
48,23,0.843,0.851,(75730, 24),(75730, 1),(180, 1)
49,19,0.846,0.851,(75730, 24),(75730, 1),(180, 1)
56,21,0.845,0.851,(75726, 24),(75726, 1),(180, 1)
60,21,0.844,0.851,(75724, 24),(75724, 1),(180, 1)
62,21,0.844,0.851,(75723, 24),(75723, 1),(180, 1)
65,23,0.84,0.851,(75722, 24),(75722, 1),(180, 1)
67,22,0.844,0.851,(75721, 24),(75721, 1),(180, 1)
76,22,0.844,0.851,(75716, 24),(75716, 1),(180, 1)
88,21,0.845,0.851,(75710, 24),(75710, 1),(180, 1)
91,19,0.846,0.851,(75709, 24),(75709, 1),(180, 1)
92,21,0.846,0.851,(75708, 24),(75708, 1),(180, 1)
94,23,0.841,0.851,(75707, 24),(75707, 1),(180, 1)
96,20,0.844,0.851,(75706, 24),(75706, 1),(180, 1)
101,21,0.847,0.851,(75704, 24),(75704, 1),(180, 1)
102,21,0.846,0.851,(75703, 24),(75703, 1),(180, 1)
103,21,0.846,0.851,(75703, 24),(75703, 1),(180, 1)
108,19,0.847,0.851,(75700, 24),(75700, 1),(180, 1)
110,21,0.844,0.851,(75699, 24),(75699, 1),(180, 1)
119,20,0.845,0.851,(75695, 24),(75695, 1),(180, 1)
125,19,0.845,0.851,(75692, 24),(75692, 1),(180, 1)
130,20,0.844,0.851,(75689, 24),(75689, 1),(180, 1)
138,21,0.845,0.851,(75685, 24),(75685, 1),(180, 1)
148,19,0.847,0.851,(75680, 24),(75680, 1),(180, 1)
154,19,0.845,0.851,(75677, 24),(75677, 1),(180, 1)
160,17,0.848,0.851,(75674, 24),(75674, 1),(180, 1)
172,17,0.847,0.851,(75668, 24),(75668, 1),(180, 1)
190,16,0.847,0.851,(75659, 24),(75659, 1),(180, 1)
6,11,0.852,0.85,(75751, 24),(75751, 1),(180, 1)
12,17,0.838,0.85,(75748, 24),(75748, 1),(180, 1)
22,18,0.841,0.85,(75743, 24),(75743, 1),(180, 1)
25,19,0.842,0.85,(75742, 24),(75742, 1),(180, 1)
26,20,0.841,0.85,(75741, 24),(75741, 1),(180, 1)
35,21,0.84,0.85,(75737, 24),(75737, 1),(180, 1)
36,21,0.842,0.85,(75736, 24),(75736, 1),(180, 1)
44,21,0.843,0.85,(75732, 24),(75732, 1),(180, 1)
54,21,0.843,0.85,(75727, 24),(75727, 1),(180, 1)
55,22,0.842,0.85,(75727, 24),(75727, 1),(180, 1)
61,22,0.842,0.85,(75724, 24),(75724, 1),(180, 1)
66,20,0.846,0.85,(75721, 24),(75721, 1),(180, 1)
70,22,0.842,0.85,(75719, 24),(75719, 1),(180, 1)
71,22,0.844,0.85,(75719, 24),(75719, 1),(180, 1)
77,23,0.842,0.85,(75716, 24),(75716, 1),(180, 1)
90,20,0.844,0.85,(75709, 24),(75709, 1),(180, 1)
97,22,0.843,0.85,(75706, 24),(75706, 1),(180, 1)
104,21,0.842,0.85,(75702, 24),(75702, 1),(180, 1)
105,18,0.847,0.85,(75702, 24),(75702, 1),(180, 1)
113,21,0.846,0.85,(75698, 24),(75698, 1),(180, 1)
117,21,0.845,0.85,(75696, 24),(75696, 1),(180, 1)
121,19,0.844,0.85,(75694, 24),(75694, 1),(180, 1)
132,19,0.845,0.85,(75688, 24),(75688, 1),(180, 1)
137,19,0.844,0.85,(75686, 24),(75686, 1),(180, 1)
140,19,0.846,0.85,(75684, 24),(75684, 1),(180, 1)
143,19,0.843,0.85,(75683, 24),(75683, 1),(180, 1)
150,20,0.845,0.85,(75679, 24),(75679, 1),(180, 1)
156,22,0.843,0.85,(75676, 24),(75676, 1),(180, 1)
166,20,0.843,0.85,(75671, 24),(75671, 1),(180, 1)
188,17,0.846,0.85,(75660, 24),(75660, 1),(180, 1)
198,17,0.847,0.85,(75655, 24),(75655, 1),(180, 1)
200,16,0.85,0.85,(75654, 24),(75654, 1),(180, 1)
4,8,0.856,0.849,(75752, 24),(75752, 1),(180, 1)
6,16,0.84,0.849,(75751, 24),(75751, 1),(180, 1)
7,17,0.841,0.849,(75751, 24),(75751, 1),(180, 1)
11,19,0.839,0.849,(75749, 24),(75749, 1),(180, 1)
28,22,0.84,0.849,(75740, 24),(75740, 1),(180, 1)
40,23,0.84,0.849,(75734, 24),(75734, 1),(180, 1)
41,21,0.841,0.849,(75734, 24),(75734, 1),(180, 1)
42,22,0.84,0.849,(75733, 24),(75733, 1),(180, 1)
43,22,0.841,0.849,(75733, 24),(75733, 1),(180, 1)
45,22,0.84,0.849,(75732, 24),(75732, 1),(180, 1)
47,22,0.842,0.849,(75731, 24),(75731, 1),(180, 1)
50,23,0.841,0.849,(75729, 24),(75729, 1),(180, 1)
52,23,0.841,0.849,(75728, 24),(75728, 1),(180, 1)
57,20,0.844,0.849,(75726, 24),(75726, 1),(180, 1)
59,21,0.843,0.849,(75725, 24),(75725, 1),(180, 1)
72,22,0.842,0.849,(75718, 24),(75718, 1),(180, 1)
73,23,0.841,0.849,(75718, 24),(75718, 1),(180, 1)
75,21,0.843,0.849,(75717, 24),(75717, 1),(180, 1)
79,23,0.842,0.849,(75715, 24),(75715, 1),(180, 1)
80,21,0.843,0.849,(75714, 24),(75714, 1),(180, 1)
82,22,0.842,0.849,(75713, 24),(75713, 1),(180, 1)
84,21,0.843,0.849,(75712, 24),(75712, 1),(180, 1)
87,21,0.846,0.849,(75711, 24),(75711, 1),(180, 1)
95,22,0.843,0.849,(75707, 24),(75707, 1),(180, 1)
98,19,0.845,0.849,(75705, 24),(75705, 1),(180, 1)
99,22,0.841,0.849,(75705, 24),(75705, 1),(180, 1)
100,19,0.844,0.849,(75704, 24),(75704, 1),(180, 1)
101,22,0.844,0.849,(75704, 24),(75704, 1),(180, 1)
112,20,0.841,0.849,(75698, 24),(75698, 1),(180, 1)
114,20,0.843,0.849,(75697, 24),(75697, 1),(180, 1)
115,20,0.843,0.849,(75697, 24),(75697, 1),(180, 1)
116,18,0.845,0.849,(75696, 24),(75696, 1),(180, 1)
131,20,0.842,0.849,(75689, 24),(75689, 1),(180, 1)
133,18,0.844,0.849,(75688, 24),(75688, 1),(180, 1)
136,21,0.843,0.849,(75686, 24),(75686, 1),(180, 1)
142,19,0.845,0.849,(75683, 24),(75683, 1),(180, 1)
144,16,0.845,0.849,(75682, 24),(75682, 1),(180, 1)
145,17,0.844,0.849,(75682, 24),(75682, 1),(180, 1)
162,19,0.845,0.849,(75673, 24),(75673, 1),(180, 1)
170,18,0.847,0.849,(75669, 24),(75669, 1),(180, 1)
174,17,0.844,0.849,(75667, 24),(75667, 1),(180, 1)
184,17,0.846,0.849,(75662, 24),(75662, 1),(180, 1)
196,20,0.844,0.849,(75656, 24),(75656, 1),(180, 1)
5,9,0.853,0.848,(75752, 24),(75752, 1),(180, 1)
6,12,0.848,0.848,(75751, 24),(75751, 1),(180, 1)
6,14,0.844,0.848,(75751, 24),(75751, 1),(180, 1)
6,15,0.842,0.848,(75751, 24),(75751, 1),(180, 1)
6,17,0.837,0.848,(75751, 24),(75751, 1),(180, 1)
8,15,0.841,0.848,(75750, 24),(75750, 1),(180, 1)
10,18,0.837,0.848,(75749, 24),(75749, 1),(180, 1)
14,21,0.834,0.848,(75747, 24),(75747, 1),(180, 1)
16,19,0.838,0.848,(75746, 24),(75746, 1),(180, 1)
18,21,0.836,0.848,(75745, 24),(75745, 1),(180, 1)
19,21,0.836,0.848,(75745, 24),(75745, 1),(180, 1)
21,21,0.835,0.848,(75744, 24),(75744, 1),(180, 1)
23,20,0.839,0.848,(75743, 24),(75743, 1),(180, 1)
26,21,0.838,0.848,(75741, 24),(75741, 1),(180, 1)
27,20,0.839,0.848,(75741, 24),(75741, 1),(180, 1)
29,22,0.838,0.848,(75740, 24),(75740, 1),(180, 1)
32,22,0.837,0.848,(75738, 24),(75738, 1),(180, 1)
38,24,0.837,0.848,(75735, 24),(75735, 1),(180, 1)
39,23,0.838,0.848,(75735, 24),(75735, 1),(180, 1)
46,20,0.842,0.848,(75731, 24),(75731, 1),(180, 1)
53,21,0.842,0.848,(75728, 24),(75728, 1),(180, 1)
58,22,0.841,0.848,(75725, 24),(75725, 1),(180, 1)
63,24,0.839,0.848,(75723, 24),(75723, 1),(180, 1)
64,22,0.84,0.848,(75722, 24),(75722, 1),(180, 1)
66,21,0.843,0.848,(75721, 24),(75721, 1),(180, 1)
67,23,0.839,0.848,(75721, 24),(75721, 1),(180, 1)
68,22,0.841,0.848,(75720, 24),(75720, 1),(180, 1)
83,22,0.843,0.848,(75713, 24),(75713, 1),(180, 1)
85,23,0.842,0.848,(75712, 24),(75712, 1),(180, 1)
89,23,0.84,0.848,(75710, 24),(75710, 1),(180, 1)
93,23,0.842,0.848,(75708, 24),(75708, 1),(180, 1)
96,21,0.841,0.848,(75706, 24),(75706, 1),(180, 1)
106,21,0.844,0.848,(75701, 24),(75701, 1),(180, 1)
109,21,0.841,0.848,(75700, 24),(75700, 1),(180, 1)
117,22,0.841,0.848,(75696, 24),(75696, 1),(180, 1)
118,20,0.843,0.848,(75695, 24),(75695, 1),(180, 1)
120,20,0.843,0.848,(75694, 24),(75694, 1),(180, 1)
123,21,0.841,0.848,(75693, 24),(75693, 1),(180, 1)
124,20,0.841,0.848,(75692, 24),(75692, 1),(180, 1)
129,22,0.84,0.848,(75690, 24),(75690, 1),(180, 1)
130,21,0.84,0.848,(75689, 24),(75689, 1),(180, 1)
134,17,0.846,0.848,(75687, 24),(75687, 1),(180, 1)
135,20,0.844,0.848,(75687, 24),(75687, 1),(180, 1)
141,21,0.842,0.848,(75684, 24),(75684, 1),(180, 1)
146,20,0.844,0.848,(75681, 24),(75681, 1),(180, 1)
152,19,0.843,0.848,(75678, 24),(75678, 1),(180, 1)
158,20,0.845,0.848,(75675, 24),(75675, 1),(180, 1)
178,18,0.844,0.848,(75665, 24),(75665, 1),(180, 1)
180,18,0.843,0.848,(75664, 24),(75664, 1),(180, 1)
182,16,0.845,0.848,(75663, 24),(75663, 1),(180, 1)
192,17,0.848,0.848,(75658, 24),(75658, 1),(180, 1)
6,13,0.846,0.847,(75751, 24),(75751, 1),(180, 1)
9,20,0.834,0.847,(75750, 24),(75750, 1),(180, 1)
13,21,0.833,0.847,(75748, 24),(75748, 1),(180, 1)
15,22,0.832,0.847,(75747, 24),(75747, 1),(180, 1)
17,19,0.838,0.847,(75746, 24),(75746, 1),(180, 1)
20,21,0.836,0.847,(75744, 24),(75744, 1),(180, 1)
25,20,0.837,0.847,(75742, 24),(75742, 1),(180, 1)
31,23,0.834,0.847,(75739, 24),(75739, 1),(180, 1)
33,23,0.836,0.847,(75738, 24),(75738, 1),(180, 1)
34,23,0.836,0.847,(75737, 24),(75737, 1),(180, 1)
37,23,0.839,0.847,(75736, 24),(75736, 1),(180, 1)
49,20,0.842,0.847,(75730, 24),(75730, 1),(180, 1)
54,22,0.84,0.847,(75727, 24),(75727, 1),(180, 1)
59,22,0.84,0.847,(75725, 24),(75725, 1),(180, 1)
60,22,0.839,0.847,(75724, 24),(75724, 1),(180, 1)
62,22,0.84,0.847,(75723, 24),(75723, 1),(180, 1)
65,24,0.836,0.847,(75722, 24),(75722, 1),(180, 1)
69,21,0.843,0.847,(75720, 24),(75720, 1),(180, 1)
74,21,0.842,0.847,(75717, 24),(75717, 1),(180, 1)
76,23,0.839,0.847,(75716, 24),(75716, 1),(180, 1)
78,24,0.841,0.847,(75715, 24),(75715, 1),(180, 1)
81,22,0.841,0.847,(75714, 24),(75714, 1),(180, 1)
86,23,0.838,0.847,(75711, 24),(75711, 1),(180, 1)
88,22,0.84,0.847,(75710, 24),(75710, 1),(180, 1)
90,21,0.84,0.847,(75709, 24),(75709, 1),(180, 1)
91,20,0.841,0.847,(75709, 24),(75709, 1),(180, 1)
94,24,0.837,0.847,(75707, 24),(75707, 1),(180, 1)
96,20,0.841,0.847,(75706, 24),(75706, 1),(180, 1)
102,22,0.842,0.847,(75703, 24),(75703, 1),(180, 1)
107,23,0.838,0.847,(75701, 24),(75701, 1),(180, 1)
108,20,0.843,0.847,(75700, 24),(75700, 1),(180, 1)
110,22,0.839,0.847,(75699, 24),(75699, 1),(180, 1)
111,21,0.842,0.847,(75699, 24),(75699, 1),(180, 1)
113,22,0.842,0.847,(75698, 24),(75698, 1),(180, 1)
114,21,0.841,0.847,(75697, 24),(75697, 1),(180, 1)
122,18,0.843,0.847,(75693, 24),(75693, 1),(180, 1)
126,19,0.844,0.847,(75691, 24),(75691, 1),(180, 1)
128,20,0.843,0.847,(75690, 24),(75690, 1),(180, 1)
138,22,0.84,0.847,(75685, 24),(75685, 1),(180, 1)
148,20,0.842,0.847,(75680, 24),(75680, 1),(180, 1)
154,20,0.84,0.847,(75677, 24),(75677, 1),(180, 1)
160,18,0.843,0.847,(75674, 24),(75674, 1),(180, 1)
164,18,0.844,0.847,(75672, 24),(75672, 1),(180, 1)
168,19,0.841,0.847,(75670, 24),(75670, 1),(180, 1)
176,19,0.844,0.847,(75666, 24),(75666, 1),(180, 1)
186,18,0.843,0.847,(75661, 24),(75661, 1),(180, 1)
198,18,0.843,0.847,(75655, 24),(75655, 1),(180, 1)
6,18,0.834,0.846,(75751, 24),(75751, 1),(180, 1)
24,22,0.835,0.846,(75742, 24),(75742, 1),(180, 1)
28,23,0.835,0.846,(75740, 24),(75740, 1),(180, 1)
43,23,0.838,0.846,(75733, 24),(75733, 1),(180, 1)
47,23,0.839,0.846,(75731, 24),(75731, 1),(180, 1)
48,24,0.838,0.846,(75730, 24),(75730, 1),(180, 1)
51,23,0.839,0.846,(75729, 24),(75729, 1),(180, 1)
56,22,0.839,0.846,(75726, 24),(75726, 1),(180, 1)
61,23,0.837,0.846,(75724, 24),(75724, 1),(180, 1)
70,23,0.838,0.846,(75719, 24),(75719, 1),(180, 1)
71,23,0.839,0.846,(75719, 24),(75719, 1),(180, 1)
75,22,0.839,0.846,(75717, 24),(75717, 1),(180, 1)
80,22,0.839,0.846,(75714, 24),(75714, 1),(180, 1)
92,22,0.84,0.846,(75708, 24),(75708, 1),(180, 1)
97,23,0.838,0.846,(75706, 24),(75706, 1),(180, 1)
101,23,0.84,0.846,(75704, 24),(75704, 1),(180, 1)
103,22,0.84,0.846,(75703, 24),(75703, 1),(180, 1)
104,22,0.838,0.846,(75702, 24),(75702, 1),(180, 1)
105,19,0.841,0.846,(75702, 24),(75702, 1),(180, 1)
115,21,0.839,0.846,(75697, 24),(75697, 1),(180, 1)
119,21,0.84,0.846,(75695, 24),(75695, 1),(180, 1)
131,21,0.838,0.846,(75689, 24),(75689, 1),(180, 1)
133,19,0.839,0.846,(75688, 24),(75688, 1),(180, 1)
136,22,0.84,0.846,(75686, 24),(75686, 1),(180, 1)
137,20,0.839,0.846,(75686, 24),(75686, 1),(180, 1)
143,20,0.839,0.846,(75683, 24),(75683, 1),(180, 1)
150,21,0.84,0.846,(75679, 24),(75679, 1),(180, 1)
156,23,0.839,0.846,(75676, 24),(75676, 1),(180, 1)
166,21,0.838,0.846,(75671, 24),(75671, 1),(180, 1)
172,18,0.842,0.846,(75668, 24),(75668, 1),(180, 1)
184,18,0.842,0.846,(75662, 24),(75662, 1),(180, 1)
188,18,0.841,0.846,(75660, 24),(75660, 1),(180, 1)
190,17,0.841,0.846,(75659, 24),(75659, 1),(180, 1)
194,17,0.844,0.846,(75657, 24),(75657, 1),(180, 1)
196,21,0.84,0.846,(75656, 24),(75656, 1),(180, 1)
200,17,0.845,0.846,(75654, 24),(75654, 1),(180, 1)
7,18,0.835,0.845,(75751, 24),(75751, 1),(180, 1)
12,18,0.833,0.845,(75748, 24),(75748, 1),(180, 1)
21,22,0.83,0.845,(75744, 24),(75744, 1),(180, 1)
22,19,0.835,0.845,(75743, 24),(75743, 1),(180, 1)
23,21,0.835,0.845,(75743, 24),(75743, 1),(180, 1)
26,22,0.834,0.845,(75741, 24),(75741, 1),(180, 1)
30,22,0.836,0.845,(75739, 24),(75739, 1),(180, 1)
35,22,0.833,0.845,(75737, 24),(75737, 1),(180, 1)
44,22,0.837,0.845,(75732, 24),(75732, 1),(180, 1)
50,24,0.836,0.845,(75729, 24),(75729, 1),(180, 1)
55,23,0.837,0.845,(75727, 24),(75727, 1),(180, 1)
72,23,0.837,0.845,(75718, 24),(75718, 1),(180, 1)
73,24,0.836,0.845,(75718, 24),(75718, 1),(180, 1)
77,24,0.837,0.845,(75716, 24),(75716, 1),(180, 1)
82,23,0.837,0.845,(75713, 24),(75713, 1),(180, 1)
84,22,0.839,0.845,(75712, 24),(75712, 1),(180, 1)
89,24,0.836,0.845,(75710, 24),(75710, 1),(180, 1)
91,21,0.838,0.845,(75709, 24),(75709, 1),(180, 1)
95,23,0.837,0.845,(75707, 24),(75707, 1),(180, 1)
98,20,0.841,0.845,(75705, 24),(75705, 1),(180, 1)
99,23,0.835,0.845,(75705, 24),(75705, 1),(180, 1)
100,20,0.84,0.845,(75704, 24),(75704, 1),(180, 1)
109,22,0.837,0.845,(75700, 24),(75700, 1),(180, 1)
114,22,0.837,0.845,(75697, 24),(75697, 1),(180, 1)
117,23,0.837,0.845,(75696, 24),(75696, 1),(180, 1)
121,20,0.838,0.845,(75694, 24),(75694, 1),(180, 1)
125,20,0.839,0.845,(75692, 24),(75692, 1),(180, 1)
132,20,0.839,0.845,(75688, 24),(75688, 1),(180, 1)
142,20,0.84,0.845,(75683, 24),(75683, 1),(180, 1)
146,21,0.839,0.845,(75681, 24),(75681, 1),(180, 1)
158,21,0.84,0.845,(75675, 24),(75675, 1),(180, 1)
170,19,0.842,0.845,(75669, 24),(75669, 1),(180, 1)
8,16,0.835,0.844,(75750, 24),(75750, 1),(180, 1)
10,19,0.832,0.844,(75749, 24),(75749, 1),(180, 1)
11,20,0.832,0.844,(75749, 24),(75749, 1),(180, 1)
14,22,0.828,0.844,(75747, 24),(75747, 1),(180, 1)
17,20,0.833,0.844,(75746, 24),(75746, 1),(180, 1)
19,22,0.831,0.844,(75745, 24),(75745, 1),(180, 1)
27,21,0.834,0.844,(75741, 24),(75741, 1),(180, 1)
36,22,0.835,0.844,(75736, 24),(75736, 1),(180, 1)
41,22,0.835,0.844,(75734, 24),(75734, 1),(180, 1)
42,23,0.835,0.844,(75733, 24),(75733, 1),(180, 1)
46,21,0.837,0.844,(75731, 24),(75731, 1),(180, 1)
54,23,0.836,0.844,(75727, 24),(75727, 1),(180, 1)
57,21,0.837,0.844,(75726, 24),(75726, 1),(180, 1)
58,23,0.837,0.844,(75725, 24),(75725, 1),(180, 1)
64,23,0.836,0.844,(75722, 24),(75722, 1),(180, 1)
66,22,0.839,0.844,(75721, 24),(75721, 1),(180, 1)
67,24,0.834,0.844,(75721, 24),(75721, 1),(180, 1)
69,22,0.838,0.844,(75720, 24),(75720, 1),(180, 1)
79,24,0.836,0.844,(75715, 24),(75715, 1),(180, 1)
81,23,0.836,0.844,(75714, 24),(75714, 1),(180, 1)
87,22,0.84,0.844,(75711, 24),(75711, 1),(180, 1)
96,22,0.836,0.844,(75706, 24),(75706, 1),(180, 1)
102,23,0.838,0.844,(75703, 24),(75703, 1),(180, 1)
106,22,0.839,0.844,(75701, 24),(75701, 1),(180, 1)
111,22,0.838,0.844,(75699, 24),(75699, 1),(180, 1)
112,21,0.836,0.844,(75698, 24),(75698, 1),(180, 1)
113,23,0.838,0.844,(75698, 24),(75698, 1),(180, 1)
115,22,0.836,0.844,(75697, 24),(75697, 1),(180, 1)
116,19,0.839,0.844,(75696, 24),(75696, 1),(180, 1)
120,21,0.837,0.844,(75694, 24),(75694, 1),(180, 1)
123,22,0.836,0.844,(75693, 24),(75693, 1),(180, 1)
129,23,0.835,0.844,(75690, 24),(75690, 1),(180, 1)
130,22,0.835,0.844,(75689, 24),(75689, 1),(180, 1)
135,21,0.839,0.844,(75687, 24),(75687, 1),(180, 1)
141,22,0.838,0.844,(75684, 24),(75684, 1),(180, 1)
144,17,0.839,0.844,(75682, 24),(75682, 1),(180, 1)
145,18,0.84,0.844,(75682, 24),(75682, 1),(180, 1)
152,20,0.838,0.844,(75678, 24),(75678, 1),(180, 1)
166,22,0.835,0.844,(75671, 24),(75671, 1),(180, 1)
186,19,0.84,0.844,(75661, 24),(75661, 1),(180, 1)
192,18,0.843,0.844,(75658, 24),(75658, 1),(180, 1)
196,22,0.836,0.844,(75656, 24),(75656, 1),(180, 1)
198,19,0.839,0.844,(75655, 24),(75655, 1),(180, 1)
6,19,0.828,0.843,(75751, 24),(75751, 1),(180, 1)
13,22,0.828,0.843,(75748, 24),(75748, 1),(180, 1)
16,20,0.831,0.843,(75746, 24),(75746, 1),(180, 1)
18,22,0.829,0.843,(75745, 24),(75745, 1),(180, 1)
20,22,0.831,0.843,(75744, 24),(75744, 1),(180, 1)
29,23,0.832,0.843,(75740, 24),(75740, 1),(180, 1)
32,23,0.831,0.843,(75738, 24),(75738, 1),(180, 1)
40,24,0.833,0.843,(75734, 24),(75734, 1),(180, 1)
45,23,0.833,0.843,(75732, 24),(75732, 1),(180, 1)
53,22,0.837,0.843,(75728, 24),(75728, 1),(180, 1)
59,23,0.834,0.843,(75725, 24),(75725, 1),(180, 1)
60,23,0.835,0.843,(75724, 24),(75724, 1),(180, 1)
74,22,0.837,0.843,(75717, 24),(75717, 1),(180, 1)
76,24,0.834,0.843,(75716, 24),(75716, 1),(180, 1)
83,23,0.837,0.843,(75713, 24),(75713, 1),(180, 1)
85,24,0.836,0.843,(75712, 24),(75712, 1),(180, 1)
93,24,0.836,0.843,(75708, 24),(75708, 1),(180, 1)
96,21,0.837,0.843,(75706, 24),(75706, 1),(180, 1)
